iid,id,gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,field,race,from
288,16,1,7,7,7,6,6,4,7,27,Sociology,2,"Washington, DC"
288,16,1,8,8,8,7,7,,7,27,Sociology,2,"Washington, DC"
288,16,1,7,6,7,8,7,6,7,27,Sociology,2,"Washington, DC"
288,16,1,9,8,7,8,6,6,7,27,Sociology,2,"Washington, DC"
288,16,1,5,10,9,7,7,7,8,27,Sociology,2,"Washington, DC"
288,16,1,8,7,7,7,7,6,7,27,Sociology,2,"Washington, DC"
288,16,1,6,7,7,6,7,7,7,27,Sociology,2,"Washington, DC"
288,16,1,6,8,8,7,5,,8,27,Sociology,2,"Washington, DC"
288,16,1,5,5,6,6,7,4,5,27,Sociology,2,"Washington, DC"
288,16,1,7,7,7,7,,,7,27,Sociology,2,"Washington, DC"
288,16,1,7,9,8,7,8,6,8,27,Sociology,2,"Washington, DC"
288,16,1,6,7,7,6,5,6,6,27,Sociology,2,"Washington, DC"
288,16,1,7,6,6,6,5,6,7,27,Sociology,2,"Washington, DC"
288,16,1,5,5,8,7,10,5,6,27,Sociology,2,"Washington, DC"
289,17,1,2,6,6,7,6,3,3,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,7,7,7,7,7,8,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,5,7,6,8,5,2,4,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,7,7,7,6,5,6,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,7,7,6,7,5,3,7,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,5,7,7,9,9,3,5,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,9,6,8,10,,,7,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,7,8,7,7,7,5,7,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,7,7,8,9,9,,7,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,7,7,9,8,6,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,8,8,9,8,8,8,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,10,9,10,8,5,10,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,8,8,8,7,8,6,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,6,6,6,6,1,6,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,7,9,8,7,5,,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,5,5,5,6,6,5,5,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,5,7,9,6,8,8,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,8,8,8,7,7,4,8,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,5,6,4,6,5,6,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,4,7,7,7,5,6,7,28,MBA / Master of International Affairs (SIPA),4,California
289,17,1,6,6,7,6,5,4,6,28,MBA / Master of International Affairs (SIPA),4,California
290,18,1,4,2,7,1,7,1,1,34,genetics,2,Israel
290,18,1,6,7,7,5,7,4,5,34,genetics,2,Israel
290,18,1,8,3,3,2,3,2,3,34,genetics,2,Israel
290,18,1,6,6,6,6,6,6,6,34,genetics,2,Israel
290,18,1,7,6,6,6,5,7,7,34,genetics,2,Israel
290,18,1,7,8,8,7,7,6,6,34,genetics,2,Israel
290,18,1,4,7,9,6,7,,5,34,genetics,2,Israel
290,18,1,7,7,9,7,4,4,7,34,genetics,2,Israel
290,18,1,7,9,10,6,8,5,8,34,genetics,2,Israel
290,18,1,7,8,7,6,6,8,7,34,genetics,2,Israel
290,18,1,6,6,7,6,7,5,6,34,genetics,2,Israel
290,18,1,8,9,9,9,8,7,8,34,genetics,2,Israel
290,18,1,5,6,7,7,7,5,6,34,genetics,2,Israel
290,18,1,9,5,8,3,6,3,6,34,genetics,2,Israel
290,18,1,8,5,8,2,4,0,2,34,genetics,2,Israel
290,18,1,4,6,7,4,6,4,5,34,genetics,2,Israel
290,18,1,8,8,9,8,8,8,9,34,genetics,2,Israel
290,18,1,9,6,8,5,8,5,6,34,genetics,2,Israel
290,18,1,5,6,7,4,6,5,6,34,genetics,2,Israel
290,18,1,6,7,7,6,6,7,7,34,genetics,2,Israel
290,18,1,7,6,9,7,8,6,7,34,genetics,2,Israel
291,19,1,1,7,9,2,9,2,2,27,medicine and biochemistry,4,New Jersey
291,19,1,4,7,7,6,8,6,6,27,medicine and biochemistry,4,New Jersey
291,19,1,5,7,9,8,9,5,7,27,medicine and biochemistry,4,New Jersey
291,19,1,7,7,7,7,7,6,7,27,medicine and biochemistry,4,New Jersey
291,19,1,5,6,7,4,6,6,5,27,medicine and biochemistry,4,New Jersey
291,19,1,5,7,9,8,10,2,5,27,medicine and biochemistry,4,New Jersey
291,19,1,4,5,9,2,4,4,4,27,medicine and biochemistry,4,New Jersey
291,19,1,6,8,8,6,7,4,7,27,medicine and biochemistry,4,New Jersey
291,19,1,6,7,9,7,10,7,7,27,medicine and biochemistry,4,New Jersey
291,19,1,4,8,8,7,8,6,7,27,medicine and biochemistry,4,New Jersey
291,19,1,7,8,8,7,8,6,7,27,medicine and biochemistry,4,New Jersey
291,19,1,4,10,10,8,10,2,8,27,medicine and biochemistry,4,New Jersey
291,19,1,7,6,6,3,6,5,6,27,medicine and biochemistry,4,New Jersey
291,19,1,6,7,7,6,7,3,7,27,medicine and biochemistry,4,New Jersey
291,19,1,7,8,9,9,9,6,7,27,medicine and biochemistry,4,New Jersey
291,19,1,4,7,7,6,7,7,5,27,medicine and biochemistry,4,New Jersey
291,19,1,5,8,9,7,9,8,9,27,medicine and biochemistry,4,New Jersey
291,19,1,7,8,9,8,9,8,7,27,medicine and biochemistry,4,New Jersey
291,19,1,4,5,8,5,7,5,5,27,medicine and biochemistry,4,New Jersey
291,19,1,4,7,6,6,5,6,6,27,medicine and biochemistry,4,New Jersey
291,19,1,5,6,10,6,10,6,8,27,medicine and biochemistry,4,New Jersey
292,20,1,8,1,8,1,8,1,6,28,International Affairs,1,New York City
292,20,1,5,7,6,6,7,7,6,28,International Affairs,1,New York City
292,20,1,8,7,5,5,7,3,6,28,International Affairs,1,New York City
292,20,1,6,7,7,6,6,6,7,28,International Affairs,1,New York City
292,20,1,7,7,7,7,6,5,7,28,International Affairs,1,New York City
292,20,1,7,7,7,7,6,6,7,28,International Affairs,1,New York City
292,20,1,9,10,9,9,8,,8,28,International Affairs,1,New York City
292,20,1,7,7,8,6,8,4,6,28,International Affairs,1,New York City
292,20,1,8,8,8,8,9,,8,28,International Affairs,1,New York City
292,20,1,6,6,6,8,8,4,6,28,International Affairs,1,New York City
292,20,1,10,9,9,6,6,5,9,28,International Affairs,1,New York City
292,20,1,10,8,9,10,10,7,9,28,International Affairs,1,New York City
292,20,1,6,7,6,7,6,6,6,28,International Affairs,1,New York City
292,20,1,9,6,8,4,7,2,8,28,International Affairs,1,New York City
292,20,1,6,7,8,6,4,0,6,28,International Affairs,1,New York City
292,20,1,5,5,6,7,7,7,5,28,International Affairs,1,New York City
292,20,1,9,8,9,8,8,7,9,28,International Affairs,1,New York City
292,20,1,8,7,7,9,7,2,5,28,International Affairs,1,New York City
292,20,1,7,7,7,6,6,6,6,28,International Affairs,1,New York City
292,20,1,7,7,7,6,6,7,7,28,International Affairs,1,New York City
292,20,1,6,8,8,7,8,7,6,28,International Affairs,1,New York City
293,21,1,2,8,8,3,8,1,2,28,Business (MBA),3,Northern New Jersey
293,21,1,5,7,6,6,6,5,7,28,Business (MBA),3,Northern New Jersey
293,21,1,4,4,5,5,6,5,3,28,Business (MBA),3,Northern New Jersey
293,21,1,6,6,6,6,6,6,6,28,Business (MBA),3,Northern New Jersey
293,21,1,5,6,7,4,7,5,5,28,Business (MBA),3,Northern New Jersey
293,21,1,3,5,5,5,5,6,5,28,Business (MBA),3,Northern New Jersey
293,21,1,6,7,9,3,6,4,7,28,Business (MBA),3,Northern New Jersey
293,21,1,6,6,7,6,8,3,5,28,Business (MBA),3,Northern New Jersey
293,21,1,7,7,8,8,9,4,7,28,Business (MBA),3,Northern New Jersey
293,21,1,7,6,7,6,5,5,5,28,Business (MBA),3,Northern New Jersey
293,21,1,8,8,8,8,8,3,7,28,Business (MBA),3,Northern New Jersey
293,21,1,9,9,9,4,10,3,7,28,Business (MBA),3,Northern New Jersey
293,21,1,3,7,6,4,6,4,3,28,Business (MBA),3,Northern New Jersey
293,21,1,6,8,8,4,8,3,6,28,Business (MBA),3,Northern New Jersey
293,21,1,4,5,4,5,6,0,2,28,Business (MBA),3,Northern New Jersey
293,21,1,4,7,6,5,6,5,5,28,Business (MBA),3,Northern New Jersey
293,21,1,7,8,9,6,9,7,8,28,Business (MBA),3,Northern New Jersey
293,21,1,8,6,7,7,7,5,7,28,Business (MBA),3,Northern New Jersey
293,21,1,6,5,5,5,6,5,6,28,Business (MBA),3,Northern New Jersey
293,21,1,6,7,6,7,7,6,6,28,Business (MBA),3,Northern New Jersey
293,21,1,6,6,6,6,6,6,6,28,Business (MBA),3,Northern New Jersey
294,1,0,9,9,9,8,7,8,9,30,Social Studies Education,4,New York City
294,1,0,10,10,10,10,10,,8,30,Social Studies Education,4,New York City
294,1,0,7,7,8,6,7,5,7,30,Social Studies Education,4,New York City
294,1,0,6,7,8,5,4,5,7,30,Social Studies Education,4,New York City
294,1,0,8,8,8,7,8,8,8,30,Social Studies Education,4,New York City
294,1,0,6,5,6,7,8,8,6,30,Social Studies Education,4,New York City
294,1,0,7,7,6,6,6,6,6,30,Social Studies Education,4,New York City
294,1,0,9,8,10,7,7,7,9,30,Social Studies Education,4,New York City
294,1,0,7,8,9,8,7,6,7,30,Social Studies Education,4,New York City
294,1,0,8,7,9,7,7,7,8,30,Social Studies Education,4,New York City
294,1,0,6,7,7,6,5,5,6,30,Social Studies Education,4,New York City
294,1,0,10,9,9,8,7,8,8,30,Social Studies Education,4,New York City
294,1,0,10,8,10,7,9,,7,30,Social Studies Education,4,New York City
294,1,0,7,7,7,7,5,5,6,30,Social Studies Education,4,New York City
295,2,0,8,9,8,8,7,7,9,30,MA Teaching Social Studies,2,Arizona
295,2,0,9,10,8,10,8,,8,30,MA Teaching Social Studies,2,Arizona
295,2,0,6,7,7,5,6,4,6,30,MA Teaching Social Studies,2,Arizona
295,2,0,4,5,5,5,7,8,6,30,MA Teaching Social Studies,2,Arizona
295,2,0,5,6,6,3,4,2,3,30,MA Teaching Social Studies,2,Arizona
295,2,0,5,7,8,7,,9,7,30,MA Teaching Social Studies,2,Arizona
295,2,0,4,6,5,5,5,4,5,30,MA Teaching Social Studies,2,Arizona
295,2,0,7,7,9,7,4,3,6,30,MA Teaching Social Studies,2,Arizona
295,2,0,5,6,6,6,5,3,4,30,MA Teaching Social Studies,2,Arizona
295,2,0,4,7,7,4,7,4,5,30,MA Teaching Social Studies,2,Arizona
295,2,0,6,6,6,6,4,7,7,30,MA Teaching Social Studies,2,Arizona
295,2,0,6,9,7,6,6,7,6,30,MA Teaching Social Studies,2,Arizona
295,2,0,5,7,7,5,5,,3,30,MA Teaching Social Studies,2,Arizona
295,2,0,4,5,6,5,6,4,4,30,MA Teaching Social Studies,2,Arizona
296,3,0,7,8,8,7,6,7,8,28,Education Policy,2,New York
296,3,0,8,10,10,8,10,4,5,28,Education Policy,2,New York
296,3,0,6,8,8,7,6,6,5,28,Education Policy,2,New York
296,3,0,5,5,7,5,8,6,7,28,Education Policy,2,New York
296,3,0,3,6,7,4,8,2,4,28,Education Policy,2,New York
296,3,0,3,6,9,4,8,4,4,28,Education Policy,2,New York
296,3,0,4,6,6,5,8,5,5,28,Education Policy,2,New York
296,3,0,7,8,8,4,4,4,8,28,Education Policy,2,New York
296,3,0,6,8,8,8,7,5,6,28,Education Policy,2,New York
296,3,0,5,10,9,9,9,6,7,28,Education Policy,2,New York
296,3,0,4,5,7,5,5,6,8,28,Education Policy,2,New York
296,3,0,6,9,7,6,6,8,8,28,Education Policy,2,New York
296,3,0,5,8,8,5,7,,6,28,Education Policy,2,New York
296,3,0,4,7,7,6,7,6,5,28,Education Policy,2,New York
297,4,0,8,9,8,8,6,7,9,21,Education- Literacy Specialist,2,Texas
297,4,0,10,10,8,8,,8,8,21,Education- Literacy Specialist,2,Texas
297,4,0,9,8,7,8,7,6,8,21,Education- Literacy Specialist,2,Texas
297,4,0,7,8,5,6,5,8,7,21,Education- Literacy Specialist,2,Texas
297,4,0,7,5,5,6,3,2,5,21,Education- Literacy Specialist,2,Texas
297,4,0,6,7,6,7,7,6,7,21,Education- Literacy Specialist,2,Texas
297,4,0,5,5,6,6,6,5,7,21,Education- Literacy Specialist,2,Texas
297,4,0,6,8,8,6,3,4,6,21,Education- Literacy Specialist,2,Texas
297,4,0,7,6,6,7,7,5,6,21,Education- Literacy Specialist,2,Texas
297,4,0,8,4,6,4,6,4,5,21,Education- Literacy Specialist,2,Texas
297,4,0,7,7,6,6,7,5,8,21,Education- Literacy Specialist,2,Texas
297,4,0,9,9,7,8,9,8,9,21,Education- Literacy Specialist,2,Texas
297,4,0,6,10,7,5,5,,8,21,Education- Literacy Specialist,2,Texas
297,4,0,6,7,7,7,7,6,6,21,Education- Literacy Specialist,2,Texas
298,5,0,9,8,9,8,7,7,9,22,English,2,"Buffalo, NY"
298,5,0,8,10,8,8,8,4,8,22,English,2,"Buffalo, NY"
298,5,0,7,7,7,8,6,4,5,22,English,2,"Buffalo, NY"
298,5,0,5,6,6,7,5,6,7,22,English,2,"Buffalo, NY"
298,5,0,5,7,7,5,5,4,5,22,English,2,"Buffalo, NY"
298,5,0,4,6,7,5,7,5,7,22,English,2,"Buffalo, NY"
298,5,0,4,5,5,4,4,4,4,22,English,2,"Buffalo, NY"
298,5,0,8,7,9,8,3,5,7,22,English,2,"Buffalo, NY"
298,5,0,5,6,5,4,4,3,3,22,English,2,"Buffalo, NY"
298,5,0,4,8,7,4,6,2,4,22,English,2,"Buffalo, NY"
298,5,0,5,6,7,6,6,5,6,22,English,2,"Buffalo, NY"
298,5,0,7,8,8,5,6,5,6,22,English,2,"Buffalo, NY"
298,5,0,6,10,7,5,5,,8,22,English,2,"Buffalo, NY"
298,5,0,4,7,7,6,6,5,5,22,English,2,"Buffalo, NY"
299,6,0,8,9,8,8,6,8,9,24,Social Work,4,Maryland
299,6,0,7,10,9,9,8,,7,24,Social Work,4,Maryland
299,6,0,6,6,6,6,6,5,5,24,Social Work,4,Maryland
299,6,0,5,5,6,4,7,5,6,24,Social Work,4,Maryland
299,6,0,5,7,8,7,6,3,5,24,Social Work,4,Maryland
299,6,0,4,7,7,5,5,4,5,24,Social Work,4,Maryland
299,6,0,6,6,5,5,6,4,5,24,Social Work,4,Maryland
299,6,0,7,9,9,7,6,4,7,24,Social Work,4,Maryland
299,6,0,5,8,7,8,5,5,7,24,Social Work,4,Maryland
299,6,0,5,8,8,7,6,4,6,24,Social Work,4,Maryland
299,6,0,4,7,8,7,4,5,5,24,Social Work,4,Maryland
299,6,0,7,9,8,10,9,9,8,24,Social Work,4,Maryland
299,6,0,6,10,8,6,5,,6,24,Social Work,4,Maryland
299,6,0,6,7,7,6,6,5,5,24,Social Work,4,Maryland
300,7,0,6,8,8,7,6,7,7,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,10,10,8,9,8,,8,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,6,6,6,5,7,4,5,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,4,2,5,4,5,7,5,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,4,6,6,4,4,2,3,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,3,6,7,8,,6,6,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,5,7,7,4,5,4,4,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,5,9,9,6,6,3,6,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,6,8,8,7,7,8,6,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,4,7,8,5,6,5,6,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,7,7,7,6,5,5,7,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,6,8,9,8,9,8,7,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,9,4,5,2,2,,3,35,Anthropology/Education,2,"Buffalo, NY"
300,7,0,4,7,7,5,5,5,4,35,Anthropology/Education,2,"Buffalo, NY"
301,8,0,7,9,8,7,6,8,8,34,bilingual education,2,"Washington, DC"
301,8,0,8,10,10,8,10,7,8,34,bilingual education,2,"Washington, DC"
301,8,0,8,7,7,6,7,4,7,34,bilingual education,2,"Washington, DC"
301,8,0,6,6,7,8,7,8,6,34,bilingual education,2,"Washington, DC"
301,8,0,6,6,8,5,8,3,4,34,bilingual education,2,"Washington, DC"
301,8,0,5,8,9,8,8,5,8,34,bilingual education,2,"Washington, DC"
301,8,0,7,7,7,7,5,6,6,34,bilingual education,2,"Washington, DC"
301,8,0,5,8,8,7,7,3,6,34,bilingual education,2,"Washington, DC"
301,8,0,5,6,8,4,5,3,3,34,bilingual education,2,"Washington, DC"
301,8,0,4,10,10,8,5,5,6,34,bilingual education,2,"Washington, DC"
301,8,0,7,7,7,6,7,6,7,34,bilingual education,2,"Washington, DC"
301,8,0,5,6,7,8,9,10,6,34,bilingual education,2,"Washington, DC"
301,8,0,7,8,9,2,9,,5,34,bilingual education,2,"Washington, DC"
301,8,0,6,7,8,7,5,5,7,34,bilingual education,2,"Washington, DC"
302,10,0,8,9,10,8,7,7,9,21,speech pathology,2,Long Island
302,10,0,5,4,4,4,4,0,3,21,speech pathology,2,Long Island
302,10,0,6,6,5,7,5,4,4,21,speech pathology,2,Long Island
302,10,0,4,0,2,0,3,8,3,21,speech pathology,2,Long Island
302,10,0,6,4,4,8,4,8,6,21,speech pathology,2,Long Island
302,10,0,3,6,4,8,6,5,4,21,speech pathology,2,Long Island
302,10,0,7,5,6,7,6,6,6,21,speech pathology,2,Long Island
302,10,0,2,8,6,4,7,2,4,21,speech pathology,2,Long Island
302,10,0,4,5,6,8,7,6,5,21,speech pathology,2,Long Island
302,10,0,4,7,8,6,7,4,5,21,speech pathology,2,Long Island
302,10,0,4,3,5,4,6,4,5,21,speech pathology,2,Long Island
302,10,0,7,8,7,6,8,5,6,21,speech pathology,2,Long Island
302,10,0,5,8,6,10,5,,9,21,speech pathology,2,Long Island
302,10,0,6,6,7,8,7,7,6,21,speech pathology,2,Long Island
303,11,0,8,9,10,7,6,6,8,33,Education,2,"Brooklyn, NY"
303,11,0,10,10,10,9,10,,8,33,Education,2,"Brooklyn, NY"
303,11,0,6,8,7,5,5,5,6,33,Education,2,"Brooklyn, NY"
303,11,0,8,7,7,8,5,8,8,33,Education,2,"Brooklyn, NY"
303,11,0,9,8,8,6,7,9,9,33,Education,2,"Brooklyn, NY"
303,11,0,7,7,9,8,9,6,9,33,Education,2,"Brooklyn, NY"
303,11,0,6,7,7,7,6,6,7,33,Education,2,"Brooklyn, NY"
303,11,0,7,7,7,7,6,3,6,33,Education,2,"Brooklyn, NY"
303,11,0,6,5,6,6,3,3,4,33,Education,2,"Brooklyn, NY"
303,11,0,7,7,9,8,7,9,7,33,Education,2,"Brooklyn, NY"
303,11,0,6,4,5,5,5,5,6,33,Education,2,"Brooklyn, NY"
303,11,0,9,7,8,9,8,10,8,33,Education,2,"Brooklyn, NY"
303,11,0,7,7,7,5,5,,5,33,Education,2,"Brooklyn, NY"
303,11,0,5,7,7,6,6,6,6,33,Education,2,"Brooklyn, NY"
304,12,0,7,9,8,7,6,7,8,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,8,10,8,10,8,4,8,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,8,7,7,7,7,5,7,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,7,7,4,5,5,5,6,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,6,6,6,6,4,3,6,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,6,8,7,8,6,6,7,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,5,7,5,6,7,5,6,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,7,9,8,8,3,3,6,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,8,8,8,9,6,6,8,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,8,6,8,8,8,7,8,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,5,6,5,6,6,3,5,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,6,6,6,9,8,8,7,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,5,7,6,5,5,,5,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
304,12,0,4,7,6,6,5,5,4,28,Speech Pathology,2,NYC-6 yrs. Grew up in Nebraska
305,13,0,8,9,8,7,6,7,8,29,math education,4,philippines
305,13,0,10,10,10,10,10,5,8,29,math education,4,philippines
305,13,0,7,8,7,6,6,4,6,29,math education,4,philippines
305,13,0,5,7,6,5,6,7,6,29,math education,4,philippines
305,13,0,5,7,8,4,8,5,5,29,math education,4,philippines
305,13,0,6,7,7,5,6,4,5,29,math education,4,philippines
305,13,0,6,6,6,6,5,5,6,29,math education,4,philippines
305,13,0,9,8,8,6,4,5,7,29,math education,4,philippines
305,13,0,5,6,5,4,4,3,3,29,math education,4,philippines
305,13,0,8,9,9,8,5,5,7,29,math education,4,philippines
305,13,0,5,6,5,6,5,4,5,29,math education,4,philippines
305,13,0,6,8,6,5,8,6,7,29,math education,4,philippines
305,13,0,8,2,9,5,9,,5,29,math education,4,philippines
305,13,0,4,8,7,6,5,5,5,29,math education,4,philippines
306,14,0,10,10,10,10,8,7,9,22,TESOL,4,Taiwan
306,14,0,10,10,8,8,,,8,22,TESOL,4,Taiwan
306,14,0,8,8,7,6,7,3,6,22,TESOL,4,Taiwan
306,14,0,6,5,5,2,8,7,7,22,TESOL,4,Taiwan
306,14,0,7,6,6,5,5,2,5,22,TESOL,4,Taiwan
306,14,0,4,8,6,6,6,4,4,22,TESOL,4,Taiwan
306,14,0,9,8,7,8,5,6,8,22,TESOL,4,Taiwan
306,14,0,8,8,9,10,4,2,7,22,TESOL,4,Taiwan
306,14,0,6,6,5,3,4,2,2,22,TESOL,4,Taiwan
306,14,0,7,10,7,6,4,5,6,22,TESOL,4,Taiwan
306,14,0,4,6,5,4,5,4,,22,TESOL,4,Taiwan
306,14,0,8,6,7,6,5,5,7,22,TESOL,4,Taiwan
306,14,0,6,7,4,4,4,,5,22,TESOL,4,Taiwan
306,14,0,4,8,7,7,5,6,6,22,TESOL,4,Taiwan
307,15,0,8,9,9,8,7,7,9,27,Elementary Education,4,Virginia
307,15,0,10,10,10,10,,,8,27,Elementary Education,4,Virginia
307,15,0,8,8,8,8,8,5,8,27,Elementary Education,4,Virginia
307,15,0,5,8,6,7,5,6,7,27,Elementary Education,4,Virginia
307,15,0,7,8,8,6,7,6,7,27,Elementary Education,4,Virginia
307,15,0,5,7,9,8,8,8,8,27,Elementary Education,4,Virginia
307,15,0,7,8,7,7,5,6,7,27,Elementary Education,4,Virginia
307,15,0,10,8,10,9,5,4,8,27,Elementary Education,4,Virginia
307,15,0,7,7,7,6,6,4,6,27,Elementary Education,4,Virginia
307,15,0,7,7,7,6,8,9,7,27,Elementary Education,4,Virginia
307,15,0,6,6,7,6,5,3,6,27,Elementary Education,4,Virginia
307,15,0,9,9,7,7,5,6,8,27,Elementary Education,4,Virginia
307,15,0,6,8,8,4,6,,5,27,Elementary Education,4,Virginia
307,15,0,6,8,7,8,7,7,7,27,Elementary Education,4,Virginia
308,1,1,4,9,9,6,8,6,9,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,4,10,9,6,6,,7,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,5,5,6,3,3,4,3,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,5,10,8,7,8,8,6,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,6,8,8,6,8,6,6,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,8,9,10,10,10,5,9,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,6,10,10,9,10,8,7,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,5,6,8,2,9,2,5,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,5,10,10,,10,5,5,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,4,6,7,5,8,6,6,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,2,8,9,1,8,0,5,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,5,8,8,7,7,6,7,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,9,9,9,9,8,9,8,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
308,1,1,3,6,7,5,5,4,6,27,Cognitive Studies in Education,4,"Cambridge, Massachusetts"
309,2,1,7,9,8,9,7,7,7,32,education,2,NYC
309,2,1,6,8,,9,,,6,32,education,2,NYC
309,2,1,7,8,9,3,5,5,6,32,education,2,NYC
309,2,1,7,8,8,8,8,8,7,32,education,2,NYC
309,2,1,7,9,9,6,7,5,8,32,education,2,NYC
309,2,1,7,8,8,7,7,7,7,32,education,2,NYC
309,2,1,10,10,10,10,9,9,10,32,education,2,NYC
309,2,1,6,7,10,5,10,6,6,32,education,2,NYC
309,2,1,4,9,8,4,8,,4,32,education,2,NYC
309,2,1,7,8,8,8,8,7,7,32,education,2,NYC
309,2,1,6,7,8,8,7,4,5,32,education,2,NYC
309,2,1,7,9,9,8,2,7,8,32,education,2,NYC
309,2,1,8,9,8,9,8,6,8,32,education,2,NYC
309,2,1,4,7,6,7,5,5,6,32,education,2,NYC
310,3,1,5,6,5,5,5,3,4,25,Computer Science,2,NJ
310,3,1,6,9,10,5,5,,6,25,Computer Science,2,NJ
310,3,1,6,5,5,3,1,3,2,25,Computer Science,2,NJ
310,3,1,7,8,9,7,8,7,7,25,Computer Science,2,NJ
310,3,1,7,7,8,6,7,6,7,25,Computer Science,2,NJ
310,3,1,8,8,8,8,8,8,8,25,Computer Science,2,NJ
310,3,1,6,9,10,7,7,2,4,25,Computer Science,2,NJ
310,3,1,3,7,7,2,9,2,2,25,Computer Science,2,NJ
310,3,1,3,,,,3,,2,25,Computer Science,2,NJ
310,3,1,7,5,7,3,6,2,4,25,Computer Science,2,NJ
310,3,1,8,7,9,2,6,0,3,25,Computer Science,2,NJ
310,3,1,8,7,8,6,6,5,7,25,Computer Science,2,NJ
310,3,1,7,6,6,6,6,5,6,25,Computer Science,2,NJ
310,3,1,4,6,6,4,4,3,4,25,Computer Science,2,NJ
311,4,1,6,6,6,5,8,2,6,29,Finance/Economics,4,New York
311,4,1,7,7,,7,,,7,29,Finance/Economics,4,New York
311,4,1,7,6,6,5,3,5,2,29,Finance/Economics,4,New York
311,4,1,5,9,9,7,9,8,5,29,Finance/Economics,4,New York
311,4,1,8,9,9,9,9,8,9,29,Finance/Economics,4,New York
311,4,1,10,9,9,9,9,9,9,29,Finance/Economics,4,New York
311,4,1,7,10,9,9,8,9,9,29,Finance/Economics,4,New York
311,4,1,7,8,9,7,9,6,7,29,Finance/Economics,4,New York
311,4,1,7,9,,8,,7,7,29,Finance/Economics,4,New York
311,4,1,8,7,8,8,8,6,7,29,Finance/Economics,4,New York
311,4,1,7,7,7,5,7,5,5,29,Finance/Economics,4,New York
